job_id,user_email,project_id,creation_time,start_time,end_time,job_type,statement_type,query,total_bytes_processed,total_bytes_billed,slot_ms,cache_hit,state
job_022061,user_011@company.com,project_39,2025-06-09 02:55:13,2025-06-09 02:55:14,2025-06-09 02:56:26,QUERY,SELECT,SELECT * FROM inventory.products,1358281239,1358281239,25560,FALSE,DONE
job_022062,user_052@company.com,project_17,2025-07-05 20:58:51,2025-07-05 20:58:55,2025-07-05 21:07:24,QUERY,SELECT,SELECT * FROM events.sessions,765838779,765838779,189348,FALSE,DONE
job_022063,user_053@company.com,project_41,2025-12-13 03:52:24,2025-12-13 03:52:25,2025-12-13 03:58:21,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",27631937,0,113208,TRUE,DONE
job_022064,user_056@company.com,project_20,2025-04-28 16:22:59,2025-04-28 16:23:04,2025-04-28 16:25:25,QUERY,DELETE,"DELETE FROM users.profile WHERE created_at < DATE_SUB(CURRENT_DATE(), INTERVAL 365 DAY)",2265739683,2265739683,52734,FALSE,DONE
job_022065,user_006@company.com,project_13,2025-12-25 21:02:13,2025-12-25 21:02:14,2025-12-25 21:02:18,QUERY,DELETE,"DELETE FROM events.sessions WHERE created_at < DATE_SUB(CURRENT_DATE(), INTERVAL 365 DAY)",149684098,149684098,1220,FALSE,DONE
job_022066,user_086@company.com,project_05,2025-07-11 22:18:27,2025-07-11 22:18:31,2025-07-11 22:27:00,QUERY,SELECT,SELECT * FROM sales.transactions,260951398,0,248901,TRUE,DONE
job_022067,user_021@company.com,project_16,2025-09-05 21:01:59,2025-09-05 21:02:00,2025-09-05 21:05:08,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM analytics.daily_metrics;           SELECT COUNT(*) FROM tmp;         END;,391065112,391065112,80840,FALSE,DONE
job_022068,user_067@company.com,project_08,2025-12-18 03:38:51,2025-12-18 03:38:52,2025-12-18 03:43:19,QUERY,SELECT,"SELECT id, created_at             FROM users.profile             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",731428517,731428517,57138,FALSE,DONE
job_022069,user_027@company.com,project_49,2025-04-13 07:40:25,2025-04-13 07:40:25,2025-04-13 07:46:32,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",72232798,72232798,19084,FALSE,DONE
job_022070,user_089@company.com,project_04,2025-07-19 10:33:21,2025-07-19 10:33:21,2025-07-19 10:38:32,QUERY,DELETE,"DELETE FROM analytics.daily_metrics WHERE created_at < DATE_SUB(CURRENT_DATE(), INTERVAL 365 DAY)",31626110,31626110,63444,FALSE,DONE
job_022071,user_067@company.com,project_16,2025-04-09 13:58:29,2025-04-09 13:58:34,2025-04-09 14:00:08,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM sales.transactions;           SELECT COUNT(*) FROM tmp;         END;,796270663,796270663,11186,FALSE,DONE
job_022072,user_031@company.com,project_50,2025-11-27 18:59:47,2025-11-27 18:59:47,2025-11-27 19:07:16,QUERY,SELECT,"SELECT id, created_at             FROM users.profile             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",609389022,0,137843,TRUE,DONE
job_022073,user_018@company.com,project_38,2025-06-07 04:59:37,2025-06-07 04:59:38,2025-06-07 05:03:38,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",261549448,0,74640,TRUE,DONE
job_022074,user_032@company.com,project_28,2025-05-29 05:36:17,2025-05-29 05:36:19,2025-05-29 05:38:24,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",71227231,71227231,23500,FALSE,FAILED
job_022075,user_079@company.com,project_20,2025-02-26 19:19:27,2025-02-26 19:19:31,2025-02-26 19:25:33,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",218601628,0,36200,TRUE,DONE
job_022076,user_030@company.com,project_17,2025-11-09 09:12:40,2025-11-09 09:12:45,2025-11-09 09:21:38,QUERY,INSERT,INSERT INTO users.profile SELECT * FROM staging.profile,230509397,230509397,132717,FALSE,DONE
job_022077,user_088@company.com,project_07,2025-11-14 10:05:27,2025-11-14 10:05:28,2025-11-14 10:13:40,QUERY,SELECT,SELECT * FROM raw_logs.logs,47008060,47008060,235668,FALSE,DONE
job_022078,user_049@company.com,project_03,2025-05-05 10:32:20,2025-05-05 10:32:21,2025-05-05 10:34:45,QUERY,SELECT,"SELECT id, created_at             FROM users.profile             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",184426583,184426583,40320,FALSE,DONE
job_022079,user_045@company.com,project_10,2025-11-02 11:59:00,2025-11-02 11:59:00,2025-11-02 12:03:30,QUERY,SELECT,SELECT * FROM inventory.products,711259993,0,73440,TRUE,DONE
job_022080,user_064@company.com,project_32,2025-07-05 07:14:27,2025-07-05 07:14:29,2025-07-05 07:19:17,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",5973805974,0,38016,TRUE,DONE
job_022081,user_093@company.com,project_34,2025-12-01 13:25:14,2025-12-01 13:25:14,2025-12-01 13:28:35,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",418183404,0,89043,TRUE,DONE
job_022082,user_037@company.com,project_14,2025-01-25 21:30:53,2025-01-25 21:30:54,2025-01-25 21:34:20,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",488896698,0,44702,TRUE,DONE
job_022083,user_025@company.com,project_10,2025-03-26 00:21:41,2025-03-26 00:21:44,2025-03-26 00:22:21,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",1576461772,0,8621,TRUE,DONE
job_022084,user_023@company.com,project_07,2025-08-29 15:06:30,2025-08-29 15:06:33,2025-08-29 15:16:21,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",1539501694,0,51156,TRUE,DONE
job_022085,user_007@company.com,project_38,2025-11-19 22:09:18,2025-11-19 22:09:19,2025-11-19 22:13:24,QUERY,SELECT,SELECT * FROM sales.transactions,449005021,0,41405,TRUE,FAILED
job_022086,user_080@company.com,project_19,2025-01-19 11:26:59,2025-01-19 11:27:01,2025-01-19 11:31:07,QUERY,INSERT,INSERT INTO inventory.products SELECT * FROM staging.products,213415469,213415469,59532,FALSE,DONE
job_022087,user_062@company.com,project_43,2025-10-24 04:20:30,2025-10-24 04:20:33,2025-10-24 04:25:58,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",164710826,164710826,101400,FALSE,DONE
job_022088,user_031@company.com,project_38,2025-10-09 07:05:26,2025-10-09 07:05:30,2025-10-09 07:12:48,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",1248760062,0,170820,TRUE,DONE
job_022089,user_089@company.com,project_37,2025-11-16 12:33:08,2025-11-16 12:33:12,2025-11-16 12:40:55,QUERY,SELECT,"SELECT id, created_at             FROM raw_logs.logs             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",4580446860,4580446860,187978,FALSE,DONE
job_022090,user_092@company.com,project_10,2025-05-04 14:26:32,2025-05-04 14:26:34,2025-05-04 14:27:59,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM events.sessions;           SELECT COUNT(*) FROM tmp;         END;,141667092,141667092,39865,FALSE,DONE
job_022091,user_004@company.com,project_23,2025-11-07 18:58:39,2025-11-07 18:58:43,2025-11-07 19:02:31,QUERY,UPDATE,UPDATE sales.transactions SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,240467555,240467555,28956,FALSE,DONE
job_022092,user_038@company.com,project_15,2025-01-22 20:26:53,2025-01-22 20:26:54,2025-01-22 20:33:05,QUERY,SELECT,"SELECT id, created_at             FROM users.profile             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",164353831,164353831,146916,FALSE,DONE
job_022093,user_038@company.com,project_41,2025-12-20 14:27:55,2025-12-20 14:27:55,2025-12-20 14:36:22,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",2145839847,0,61854,TRUE,DONE
job_022094,user_085@company.com,project_06,2025-01-26 21:09:00,2025-01-26 21:09:03,2025-01-26 21:10:48,QUERY,SELECT,"SELECT id, created_at             FROM raw_logs.logs             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",804386465,0,33390,TRUE,DONE
job_022095,user_094@company.com,project_47,2025-05-08 03:55:45,2025-05-08 03:55:49,2025-05-08 04:02:12,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",153424897,153424897,85792,FALSE,DONE
job_022096,user_059@company.com,project_31,2025-12-28 10:03:47,2025-12-28 10:03:52,2025-12-28 10:04:59,QUERY,SELECT,SELECT * FROM events.sessions,224170049,224170049,23316,FALSE,DONE
job_022097,user_008@company.com,project_02,2025-11-14 05:15:34,2025-11-14 05:15:37,2025-11-14 05:22:42,QUERY,UPDATE,UPDATE inventory.products SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,741456929,741456929,197200,FALSE,DONE
job_022098,user_012@company.com,project_31,2025-09-22 16:18:37,2025-09-22 16:18:37,2025-09-22 16:25:44,QUERY,UPDATE,UPDATE analytics.daily_metrics SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,722931149,722931149,38857,FALSE,DONE
job_022099,user_057@company.com,project_13,2025-10-07 06:19:55,2025-10-07 06:19:58,2025-10-07 06:25:48,QUERY,SELECT,"SELECT id, created_at             FROM raw_logs.logs             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",1700202972,0,67550,TRUE,DONE
job_022100,user_095@company.com,project_06,2025-07-07 19:41:30,2025-07-07 19:41:35,2025-07-07 19:42:31,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM raw_logs.logs;           SELECT COUNT(*) FROM tmp;         END;,132824603,132824603,11872,FALSE,DONE
job_022101,user_065@company.com,project_18,2025-12-08 10:07:36,2025-12-08 10:07:41,2025-12-08 10:14:48,QUERY,UPDATE,UPDATE analytics.daily_metrics SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,75422212,75422212,41846,FALSE,DONE
job_022102,user_080@company.com,project_01,2025-08-01 11:15:59,2025-08-01 11:16:02,2025-08-01 11:24:31,QUERY,SELECT,"SELECT id, created_at             FROM raw_logs.logs             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",560615141,560615141,225996,FALSE,DONE
job_022103,user_072@company.com,project_15,2025-10-29 05:49:47,2025-10-29 05:49:47,2025-10-29 05:51:37,QUERY,UPDATE,UPDATE analytics.daily_metrics SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,578603083,578603083,24970,FALSE,DONE
job_022104,user_055@company.com,project_47,2025-09-30 04:59:45,2025-09-30 04:59:45,2025-09-30 05:07:01,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",599086431,599086431,188788,FALSE,DONE
job_022105,user_082@company.com,project_34,2025-01-27 17:10:06,2025-01-27 17:10:10,2025-01-27 17:13:44,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM analytics.daily_metrics;           SELECT COUNT(*) FROM tmp;         END;,788999317,788999317,44084,FALSE,DONE
job_022106,user_052@company.com,project_47,2025-04-03 20:48:02,2025-04-03 20:48:07,2025-04-03 20:52:05,QUERY,SELECT,"SELECT id, created_at             FROM raw_logs.logs             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",371974467,371974467,50932,FALSE,DONE
job_022107,user_042@company.com,project_39,2025-10-09 15:35:20,2025-10-09 15:35:23,2025-10-09 15:40:13,QUERY,UPDATE,UPDATE sales.transactions SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,55126056,55126056,78880,FALSE,DONE
job_022108,user_099@company.com,project_35,2025-03-31 11:29:37,2025-03-31 11:29:37,2025-03-31 11:29:53,QUERY,INSERT,INSERT INTO raw_logs.logs SELECT * FROM staging.logs,371213336,371213336,3696,FALSE,DONE
job_022109,user_059@company.com,project_04,2025-05-31 03:14:09,2025-05-31 03:14:14,2025-05-31 03:22:07,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",436858837,436858837,172172,FALSE,DONE
job_022110,user_029@company.com,project_44,2025-11-05 02:00:06,2025-11-05 02:00:10,2025-11-05 02:10:06,QUERY,INSERT,INSERT INTO analytics.daily_metrics SELECT * FROM staging.daily_metrics,2309359765,2309359765,239592,FALSE,DONE
job_022111,user_068@company.com,project_17,2025-09-14 23:32:34,2025-09-14 23:32:38,2025-09-14 23:33:58,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",317052726,317052726,36480,FALSE,DONE
job_022112,user_049@company.com,project_40,2025-04-06 08:29:04,2025-04-06 08:29:06,2025-04-06 08:35:12,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",1640280466,1640280466,82716,FALSE,DONE
job_022113,user_066@company.com,project_43,2025-02-05 09:15:39,2025-02-05 09:15:40,2025-02-05 09:22:09,QUERY,SELECT,SELECT * FROM events.sessions,3516697917,3516697917,19839,FALSE,DONE
job_022114,user_002@company.com,project_24,2025-08-18 22:47:16,2025-08-18 22:47:18,2025-08-18 22:49:24,QUERY,DELETE,"DELETE FROM events.sessions WHERE created_at < DATE_SUB(CURRENT_DATE(), INTERVAL 365 DAY)",188918364,188918364,40572,FALSE,DONE
job_022115,user_074@company.com,project_25,2025-09-20 17:22:38,2025-09-20 17:22:41,2025-09-20 17:24:48,QUERY,SELECT,SELECT * FROM analytics.daily_metrics,100269027,100269027,26797,FALSE,DONE
job_022116,user_064@company.com,project_35,2025-03-25 00:00:54,2025-03-25 00:00:59,2025-03-25 00:06:38,QUERY,INSERT,INSERT INTO inventory.products SELECT * FROM staging.products,735027703,735027703,70173,FALSE,DONE
job_022117,user_021@company.com,project_02,2025-08-30 09:21:51,2025-08-30 09:21:51,2025-08-30 09:28:49,QUERY,SELECT,SELECT * FROM sales.transactions,307996711,0,199804,TRUE,DONE
job_022118,user_048@company.com,project_09,2025-03-29 23:15:03,2025-03-29 23:15:07,2025-03-29 23:16:21,QUERY,SELECT,"SELECT id, created_at             FROM raw_logs.logs             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",860522466,0,16428,TRUE,FAILED
job_022119,user_040@company.com,project_50,2025-05-14 10:59:26,2025-05-14 10:59:31,2025-05-14 10:59:42,QUERY,SELECT,"SELECT id, created_at             FROM users.profile             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",581033740,0,4554,TRUE,DONE
job_022120,user_045@company.com,project_31,2025-05-20 08:35:50,2025-05-20 08:35:54,2025-05-20 08:42:58,QUERY,UPDATE,UPDATE raw_logs.logs SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,295758399,295758399,44944,FALSE,DONE
job_022121,user_076@company.com,project_37,2025-02-02 19:01:27,2025-02-02 19:01:28,2025-02-02 19:02:07,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",125260518,0,7800,TRUE,DONE
job_022122,user_078@company.com,project_48,2025-06-01 09:42:24,2025-06-01 09:42:28,2025-06-01 09:42:35,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",77326443,0,2142,TRUE,DONE
job_022123,user_014@company.com,project_23,2025-01-25 18:15:09,2025-01-25 18:15:12,2025-01-25 18:21:39,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",152948751,0,126162,TRUE,DONE
job_022124,user_012@company.com,project_37,2025-01-27 14:26:59,2025-01-27 14:27:02,2025-01-27 14:27:28,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",1367385028,0,12922,TRUE,DONE
job_022125,user_026@company.com,project_30,2025-03-03 02:27:07,2025-03-03 02:27:12,2025-03-03 02:32:24,QUERY,SELECT,SELECT * FROM users.profile,4323406371,4323406371,79248,FALSE,DONE
job_022126,user_037@company.com,project_50,2025-11-18 23:38:05,2025-11-18 23:38:07,2025-11-18 23:44:40,QUERY,UPDATE,UPDATE users.profile SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,18341602,18341602,75063,FALSE,DONE
job_022127,user_047@company.com,project_43,2025-03-10 06:49:34,2025-03-10 06:49:36,2025-03-10 06:50:59,QUERY,INSERT,INSERT INTO events.sessions SELECT * FROM staging.sessions,4233610637,4233610637,16019,FALSE,DONE
job_022128,user_033@company.com,project_42,2025-06-04 20:34:57,2025-06-04 20:34:58,2025-06-04 20:40:10,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",366727227,366727227,51168,FALSE,DONE
job_022129,user_077@company.com,project_35,2025-05-20 00:18:03,2025-05-20 00:18:07,2025-05-20 00:27:29,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",137941211,137941211,194452,FALSE,DONE
job_022130,user_081@company.com,project_09,2025-06-24 14:17:19,2025-06-24 14:17:20,2025-06-24 14:18:27,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",297151596,0,19095,TRUE,DONE
job_022131,user_037@company.com,project_46,2025-01-26 21:43:34,2025-01-26 21:43:39,2025-01-26 21:44:58,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",253935646,0,14931,TRUE,DONE
job_022132,user_015@company.com,project_22,2025-01-31 13:25:08,2025-01-31 13:25:12,2025-01-31 13:26:33,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",1432886337,0,8910,TRUE,DONE
job_022133,user_031@company.com,project_14,2025-05-08 11:41:47,2025-05-08 11:41:47,2025-05-08 11:45:12,QUERY,SELECT,"SELECT id, created_at             FROM raw_logs.logs             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",595200004,595200004,83025,FALSE,DONE
job_022134,user_093@company.com,project_30,2025-09-06 03:05:33,2025-09-06 03:05:38,2025-09-06 03:07:28,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",259404241,259404241,47740,FALSE,DONE
job_022135,user_003@company.com,project_39,2025-07-31 11:14:42,2025-07-31 11:14:47,2025-07-31 11:19:03,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",268389545,268389545,18688,FALSE,DONE
job_022136,user_007@company.com,project_34,2025-10-06 17:59:35,2025-10-06 17:59:40,2025-10-06 18:03:16,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM raw_logs.logs;           SELECT COUNT(*) FROM tmp;         END;,592396134,592396134,65448,FALSE,DONE
job_022137,user_085@company.com,project_40,2025-06-13 08:23:04,2025-06-13 08:23:08,2025-06-13 08:31:23,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",760907598,760907598,243540,FALSE,DONE
job_022138,user_100@company.com,project_44,2025-10-25 04:24:26,2025-10-25 04:24:31,2025-10-25 04:24:59,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM raw_logs.logs;           SELECT COUNT(*) FROM tmp;         END;,725645949,725645949,4480,FALSE,DONE
job_022139,user_056@company.com,project_04,2025-03-04 01:13:33,2025-03-04 01:13:38,2025-03-04 01:21:56,QUERY,SELECT,SELECT * FROM events.sessions,64129908,64129908,190734,FALSE,DONE
job_022140,user_001@company.com,project_50,2025-07-12 07:08:07,2025-07-12 07:08:07,2025-07-12 07:15:05,QUERY,DELETE,"DELETE FROM inventory.products WHERE created_at < DATE_SUB(CURRENT_DATE(), INTERVAL 365 DAY)",2196239322,2196239322,55594,FALSE,DONE
job_022141,user_084@company.com,project_43,2025-08-31 18:46:09,2025-08-31 18:46:10,2025-08-31 18:48:46,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM sales.transactions;           SELECT COUNT(*) FROM tmp;         END;,518291210,518291210,41652,FALSE,DONE
job_022142,user_079@company.com,project_27,2025-07-23 03:02:09,2025-07-23 03:02:14,2025-07-23 03:09:17,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",231971255,231971255,82908,FALSE,DONE
job_022143,user_025@company.com,project_44,2025-01-12 11:13:32,2025-01-12 11:13:36,2025-01-12 11:14:36,QUERY,SELECT,SELECT * FROM sales.transactions,216460750,0,16380,TRUE,DONE
job_022144,user_014@company.com,project_38,2025-04-06 18:58:16,2025-04-06 18:58:21,2025-04-06 19:06:07,QUERY,SELECT,SELECT * FROM events.sessions,130749436,130749436,104850,FALSE,DONE
job_022145,user_079@company.com,project_21,2025-09-22 16:14:12,2025-09-22 16:14:12,2025-09-22 16:17:21,QUERY,SELECT,"SELECT id, created_at             FROM users.profile             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",499387449,0,38178,TRUE,DONE
job_022146,user_085@company.com,project_49,2025-10-07 17:11:34,2025-10-07 17:11:36,2025-10-07 17:14:12,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",61297002,0,35412,TRUE,DONE
job_022147,user_026@company.com,project_35,2025-01-29 00:05:55,2025-01-29 00:05:56,2025-01-29 00:08:28,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",111110579,0,62776,TRUE,DONE
job_022148,user_020@company.com,project_47,2025-05-29 20:47:12,2025-05-29 20:47:14,2025-05-29 20:51:34,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM users.profile;           SELECT COUNT(*) FROM tmp;         END;,622611143,622611143,44720,FALSE,DONE
job_022149,user_050@company.com,project_50,2025-12-17 12:06:57,2025-12-17 12:06:59,2025-12-17 12:14:13,QUERY,SELECT,"SELECT id, created_at             FROM users.profile             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",427799659,427799659,180110,FALSE,DONE
job_022150,user_003@company.com,project_15,2025-01-01 19:46:43,2025-01-01 19:46:48,2025-01-01 19:49:05,QUERY,SELECT,SELECT * FROM sales.transactions,213007938,213007938,29729,FALSE,DONE
job_022151,user_090@company.com,project_04,2025-07-01 20:53:35,2025-07-01 20:53:35,2025-07-01 20:59:55,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM analytics.daily_metrics;           SELECT COUNT(*) FROM tmp;         END;,907993191,907993191,174800,FALSE,FAILED
job_022152,user_040@company.com,project_37,2025-09-20 17:50:35,2025-09-20 17:50:37,2025-09-20 17:53:59,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM users.profile;           SELECT COUNT(*) FROM tmp;         END;,1670286356,1670286356,101000,FALSE,DONE
job_022153,user_059@company.com,project_31,2025-07-11 22:11:52,2025-07-11 22:11:53,2025-07-11 22:19:45,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM raw_logs.logs;           SELECT COUNT(*) FROM tmp;         END;,5353124002,5353124002,118000,FALSE,DONE
job_022154,user_008@company.com,project_36,2025-01-22 11:55:33,2025-01-22 11:55:37,2025-01-22 11:59:20,QUERY,SELECT,SELECT * FROM analytics.daily_metrics,306074848,0,36126,TRUE,DONE
job_022155,user_061@company.com,project_50,2025-10-22 04:02:22,2025-10-22 04:02:26,2025-10-22 04:07:49,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",1666141674,0,146642,TRUE,DONE
job_022156,user_051@company.com,project_24,2025-04-03 08:28:35,2025-04-03 08:28:39,2025-04-03 08:31:04,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",74508129,74508129,20010,FALSE,DONE
job_022157,user_025@company.com,project_50,2025-09-12 12:03:12,2025-09-12 12:03:16,2025-09-12 12:10:58,QUERY,UPDATE,UPDATE raw_logs.logs SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,773909459,773909459,41118,FALSE,DONE
job_022158,user_088@company.com,project_11,2025-04-20 11:14:59,2025-04-20 11:15:02,2025-04-20 11:16:55,QUERY,SELECT,"SELECT id, created_at             FROM raw_logs.logs             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",169608720,169608720,49720,FALSE,DONE
job_022159,user_068@company.com,project_32,2025-03-27 04:52:30,2025-03-27 04:52:30,2025-03-27 04:52:50,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",4516652142,0,2080,TRUE,DONE
job_022160,user_059@company.com,project_12,2025-03-26 06:47:27,2025-03-26 06:47:29,2025-03-26 06:49:50,QUERY,SELECT,SELECT * FROM analytics.daily_metrics,147186699,0,8883,TRUE,DONE
job_022161,user_059@company.com,project_15,2025-12-24 00:19:37,2025-12-24 00:19:40,2025-12-24 00:20:21,QUERY,INSERT,INSERT INTO inventory.products SELECT * FROM staging.products,1978682092,1978682092,20295,FALSE,DONE
job_022162,user_022@company.com,project_36,2025-06-07 06:34:56,2025-06-07 06:34:58,2025-06-07 06:42:19,QUERY,SELECT,SELECT * FROM users.profile,1570158045,0,63504,TRUE,DONE
